"","x"
"1",0.811671976083142
"2",0.795253309680132
"3",0.811162095864285
"4",0.793654056892269
"5",0.806860562249141
"6",0.759483991084702
"7",0.806729007735651
"8",0.792152711396685
"9",0.760809052203579
"10",0.793130785380655
