"","x"
"1",0.794373446332197
"2",0.772442565685959
"3",0.778258292189365
"4",0.771830150656636
"5",0.765100199719155
"6",0.772377121211034
"7",0.752120468081935
"8",0.774942184713721
"9",0.772209696900185
"10",0.812383449173414
