"","x"
"1",0.672583015333079
"2",0.804578963092962
"3",0.676925967553631
"4",0.721605198890459
"5",0.719268960291752
"6",0.732001755834054
"7",0.731148305827409
"8",0.720670037888967
"9",0.718568378404189
"10",0.662569970530958
