"","x"
"1",0.733957936759027
"2",0.743232770673447
"3",0.742126128062698
"4",0.748120337042225
"5",0.734321134792978
"6",0.742777577741313
"7",0.739932196729722
"8",0.710596166036813
"9",0.740012855583778
"10",0.745504035027293
